Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
500240,"Kinetic Engineering Ltd.,",KINETICENG,KINETIC ENGINEERING LTD.,Active,XT,10.00,INE266B01017,2/3 Wheelers,Equity,CDGS (Consumer Discretionary Goods & Services),Automobiles & Auto Components,Automobiles,2/3 Wheelers,
500241,"Kirloskar Brothers Ltd.,",KIRLOSBROS,KIRLOSKAR BROTHERS LTD.-$,Active,A ,2.00,INE732A01036,Industrial Machinery,Equity,Industrials,Capital Goods,Machinery,Industrial Machinery,
500243,Kirloskar Industries Ltd,KIRLOSIND,Kirloskar Industries Ltd,Active,B ,10.00,INE250A01039,Industrial Machinery,Equity,Industrials,Capital Goods,Machinery,Industrial Machinery,
500245,Kirloskar Ferrous Industries Ltd.,KIRLFER,KIRLOSKAR FERROUS INDUSTRIES LTD.,Active,A ,5.00,INE884B01025,Iron & Steel/Interm.Products,Equity,Basic Materials,Metals & Mining,Steel,Iron & Steel and Intermediary Products,
500246,Envair Electrodyne Ltd.,ENVAIREL,ENVAIR ELECTRODYNE LTD.,Active,X ,10.00,INE601C01013,Industrial Machinery,Equity,Industrials,Capital Goods,Machinery,Industrial Machinery,
500247,Kotak Mahindra Bank Ltd.,KOTAKBANK,KOTAK MAHINDRA BANK LTD.,Active,A ,5.00,INE237A01028,Banks,Equity,Finance,Banks,Banks,Banks,
500248,KRISHNA FILAMENT INDUSTRIES LIMITED,KRIFILIND,Krishna Filament Industries Ltd,Active,XT,10.00,INE073A01019,Plastic Products,Equity,Industrials,General Industrials,General Industrials,Plastic Products,
500249,KSB LIMITED,KSB,KSB Ltd,Active,A ,10.00,INE999A01015,Industrial Machinery,Equity,Industrials,Capital Goods,Machinery,Industrial Machinery,
500250,L.g.Balkrishnan & Bros. Ltd.,LGBBROSLTD,L.G.BALAKRISHNAN & BROS.LTD.,Active,A ,10.00,INE337A01034,Auto Parts & Equipment,Equity,CDGS (Consumer Discretionary Goods & Services),Automobiles & Auto Components,Auto Components,Auto Parts & Equipment,
500251,Trent Ltd [Lakme Ltd],TRENT,TRENT LTD.,Active,A ,1.00,INE849A01020,Specialty Retail,Equity,CDGS (Consumer Discretionary Goods & Services),Retailing,Retailing,Specialty Retail,
500252,"Lakshmi Machine Works Ltd.,",LAXMIMACH,LAKSHMI MACHINE WORKS LTD.,Active,A ,10.00,INE269B01029,Industrial Machinery,Equity,Industrials,Capital Goods,Machinery,Industrial Machinery,
500253,Lic Housing Finance Ltd.,LICHSGFIN,LIC HOUSING FINANCE LTD.,Active,A ,2.00,INE115A01026,Housing Finance ,Equity,Finance,Other Financial Services,Other Financial Services,Housing Finance Companies,
500257,Lupin Ltd,LUPIN,LUPIN LTD.,Active,A ,2.00,INE326A01037,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
500259,"Lyka Labs Ltd.,",LYKALABS,LYKA LABS LTD.,Active,T ,10.00,INE933A01014,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
500260,The Ramco Cements Limited,RAMCOCEM,The Ramco Cements Limited,Active,A ,1.00,INE331A01037,Cement & Cement Products,Equity,Basic Materials,Construction Materials,Cement & Cement Products,Cement & Cement Products,
500264,"Mafatlal Industries Ltd.,",MAFATIND,MAFATLAL INDUSTRIES LTD.-$,Active,XT,10.00,INE270B01027,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
500265,Maharashtra Seamless Ltd.,MAHSEAMLES,MAHARASHTRA SEAMLESS LTD.,Active,A ,5.00,INE271B01025,Iron & Steel Products,Equity,Industrials,General Industrials,General Industrials,Iron & Steel Products,
500266,"Maharashtra Scooters Ltd.,",MAHSCOOTER,MAHARASHTRA SCOOTERS LTD.,Active,A ,10.00,INE288A01013,Investment Companies,Equity,Finance,Other Financial Services,Other Financial Services,Investment Companies,
500267,"Majestic Auto Ltd.,",MAJESAUT,MAJESTIC AUTO LTD.-$,Active,X ,10.00,INE201B01022,2/3 Wheelers,Equity,CDGS (Consumer Discretionary Goods & Services),Automobiles & Auto Components,Automobiles,2/3 Wheelers,
500268,"Manali Petrochemicals Ltd.,",MANALIPETC,MANALI PETROCHEMICAL LTD.,Active,B ,5.00,INE201A01024,Petrochemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Petrochemicals,Petrochemicals,
500271,Max Financial Services Limited,MFSL,Max Financial Services Ltd,Active,A ,2.00,INE180A01020,Life Insurance,Equity,Finance,Insurance,Insurance,Life Insurance,
500277,Mid India Industries Limited,MIDINDIA,MID INDIA INDUSTRIES LTD.,Active,XT,10.00,INE401C01018,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
500279,Mirc Electronics Ltd,MIRCELECTR,MIRC ELECTRONICS LTD.,Active,B ,1.00,INE831A01028,Consumer Electronics,Equity,CDGS (Consumer Discretionary Goods & Services),Consumer Durables,Consumer Durables,Consumer Electronics,
500280,"Century Enka Ltd.,",CENTENKA,CENTURY ENKA LTD.,Active,B ,10.00,INE485A01015,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
500284,Lords Chloro Alkali Ltd,LORDSCHLO,LORDS CHLORO ALKALI LTD.,Active,XT,10.00,INE846D01012,Commodity Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Commodity Chemicals,
500285,SpiceJet Limited,SPICEJET,SPICEJET LTD.,Active,A ,10.00,INE285B01017,Airlines,Equity,Industrials,Transportation,Transport Services,Airlines,
500288,Morepen Laboratories Ltd.,MOREPENLAB,MOREPEN LABORATORIES LTD.,Active,A ,2.00,INE083A01026,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
500290,"M.R.F. Ltd.,",MRF,MRF LTD.,Active,A ,10.00,INE883A01011,Auto Tyres & Rubber Products,Equity,CDGS (Consumer Discretionary Goods & Services),Automobiles & Auto Components,Auto Components,Tyres & Rubber Products,
500292,HeidelbergCement  India Limited,HEIDELBERG,HEIDELBERGCEMENT INDIA LTD.,Active,A ,10.00,INE578A01017,Cement & Cement Products,Equity,Basic Materials,Construction Materials,Cement & Cement Products,Cement & Cement Products,
500294,NCC Limited,NCC,NCC Limited,Active,A ,2.00,INE868B01028,Construction & Engineering,Equity,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering,
500295,Vedanta Limited,VEDL,Vedanta Limited,Active,A ,1.00,INE205A01025,Aluminium,Equity,Basic Materials,Metals & Mining,Non-ferrous Metals,Aluminium,
500296,"Nahar Spinning Mills Ltd.,",NAHARSPING,NAHAR SPINNING MILLS LTD.,Active,T ,5.00,INE290A01027,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
500298,National Peroxide Ltd.,NATPEROX,NATIONAL PEROXIDE LTD.,Active,B ,10.00,INE585A01020,Commodity Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Commodity Chemicals,
500300,"Grasim Industries Ltd.,",GRASIM,GRASIM INDUSTRIES LTD.,Active,A ,2.00,INE047A01021,Cement & Cement Products,Equity,Basic Materials,Construction Materials,Cement & Cement Products,Cement & Cement Products,
500302,Piramal Enterprises Limited,PEL,PIRAMAL ENTERPRISES LTD.,Active,A ,2.00,INE140A01024,Other Financial Services,Equity,Finance,Other Financial Services,Other Financial Services,Other Financial Services,
500304,"NIIT Ltd.,",NIITLTD,NIIT LTD.,Active,A ,2.00,INE161A01038,IT Training Services,Equity,Information Technology,Software & Services,IT Software & Services,IT Training Services,
500306,Jaykay Enterprises Limited,JAYKAY,JAYKAY ENTERPRISES LTD.,Active,X ,1.00,INE903A01025,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
500307,"Nirlon Limited,",NIRLON,NIRLON LTD.,Active,B ,10.00,INE910A01012,Misc.Commercial Services,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Diversified Commercial Services,
500312,Oil And Natural Gas Corporation Ltd,ONGC,Oil and Natural Gas Corporation Ltd,Active,A ,5.00,INE213A01029,Exploration & Production,Equity,Energy,Oil & Gas,Oil & Gas Producers,Exploration & Production,
500313,Oil Country Tubular Ltd.,OILCOUNTUB,OIL COUNTRY TUBULAR LTD.,Active,B ,10.00,INE591A01010,Oil Equipment & Services,Equity,Energy,Oil & Gas,"Oil Equipment, Services & Distribution",Oil Equipment & Services,
500314,"Oriental Hotels Ltd.,",ORIENTHOT,ORIENTAL HOTELS LTD.,Active,B ,1.00,INE750A01020,Hotels,Equity,CDGS (Consumer Discretionary Goods & Services),"Hotels, Restaurants & Tourism","Hotels, Restaurants & Tourism",Hotels,
500317,"Oswal Agro Mills Ltd.,",OSWALAGRO,OSWAL AGRO MILLS LTD.,Active,B ,10.00,INE142A01012,Investment Companies,Equity,Finance,Other Financial Services,Other Financial Services,Investment Companies,
500319,Indian Sucrose Ltd.,INDSUCR,INDIAN SUCROSE LTD.,Active,X ,10.00,INE557C01017,Sugar,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Agricultural Food Products,Sugar,
500325,Reliance Industries Ltd,RELIANCE,RELIANCE INDUSTRIES LTD.,Active,A ,10.00,INE002A01018,Integrated Oil & Gas,Equity,Energy,Oil & Gas,Oil & Gas Producers,Integrated Oil & Gas,
500327,Pil Italica Lifestyle Limited,PILITA,Pil Italica Lifestyle Ltd,Active,T ,1.00,INE600A01035,Plastic Products,Equity,Industrials,General Industrials,General Industrials,Plastic Products,
500330,Raymond Limited,RAYMOND,RAYMOND LTD.,Active,A ,10.00,INE301A01014,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
500331,Pidilite Industries Ltd.,PIDILITIND,PIDILITE INDUSTRIES LTD.,Active,A ,1.00,INE318A01026,Specialty Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Specialty Chemicals,
500333,"Pix Transmissions Ltd.,",PIXTRANS,PIX TRANSMISSIONS LTD.,Active,B ,10.00,INE751B01018,Auto Tyres & Rubber Products,Equity,CDGS (Consumer Discretionary Goods & Services),Automobiles & Auto Components,Auto Components,Tyres & Rubber Products,
500335,Birla Corporation Ltd.,BIRLACORPN,BIRLA CORPORATION LTD.,Active,A ,10.00,INE340A01012,Cement & Cement Products,Equity,Basic Materials,Construction Materials,Cement & Cement Products,Cement & Cement Products,
500336,"Surya Roshni Ltd.,",SURYAROSNI,SURYA ROSHNI LTD.,Active,A ,10.00,INE335A01012,Iron & Steel/Interm.Products,Equity,Basic Materials,Metals & Mining,Steel,Iron & Steel and Intermediary Products,
500337,Prime Securities Ltd.,PRIMESECU,PRIME SECURITIES LTD.,Active,B ,5.00,INE032B01021,Other Financial Services,Equity,Finance,Other Financial Services,Other Financial Services,Other Financial Services,
500338,PRISM JOHNSON LIMITED.,PRSMJOHNSN,Prism Johnson Ltd,Active,A ,10.00,INE010A01011,Cement & Cement Products,Equity,Basic Materials,Construction Materials,Cement & Cement Products,Cement & Cement Products,
500339,Rain Industries Limited,RAIN,Rain Industries Ltd,Active,A ,2.00,INE855B01025,Petrochemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Petrochemicals,Petrochemicals,
500343,AMJ LAND HOLDINGS LIMITED,AMJLAND,AMJ Land Holdings Ltd,Active,B ,2.00,INE606A01024,Realty,Equity,CDGS (Consumer Discretionary Goods & Services),Realty,Realty,Realty,
500346,Punjab Communications Limited,PUNJCOMMU,PUNJAB COMMUNICATIONS LTD.-$,Active,T ,10.00,INE609A01010,Telecom Equipment,Equity,Telecom,Telecommunications Equipment,Telecommunications Equipment,Telecommunications Equipment,
500350,RSWM Limited,RSWM,RSWM LTD.,Active,B ,10.00,INE611A01016,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
500354,"Rajshree Sugars & Chemicals Ltd.,",RAJSREESUG,RAJSHREE SUGARS & CHEMICALS LTD.,Active,T ,10.00,INE562B01019,Sugar,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Agricultural Food Products,Sugar,
500355,Rallis India Ltd,RALLIS,RALLIS INDIA LTD.,Active,A ,1.00,INE613A01020,Agrochemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Fertilizers & Agricultural Chemicals,Agrochemicals,
500356,Shree Rama Newsprint Limited,RAMANEWS,SHREE RAMA NEWSPRINT LTD.,Active,B ,10.00,INE278B01020,Paper & Paper Products,Equity,Basic Materials,Forest Materials,Paper & Forest Products,Paper & Paper Products,
500358,Rama Petrochemicals Ltd,RAMAPETRO,RAMA PETROCHEMICALS LTD.,Active,X ,10.00,INE783A01013,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
500360,"Rapicut Carbides Ltd.,",RAPICUT,RAPICUT CARBIDES LTD.,Active,X ,10.00,INE350D01015,Industrial Machinery,Equity,Industrials,Capital Goods,Machinery,Industrial Machinery,
500365,WELSPUN SPECIALTY SOLUTIONS LIMITED,WELSPLSOL,Welspun Specialty Solutions Ltd,Active,X ,6.00,INE731F01037,Iron & Steel/Interm.Products,Equity,Basic Materials,Metals & Mining,Steel,Iron & Steel and Intermediary Products,
500366,"Rolta India Ltd.,",ROLTA,ROLTA INDIA LTD.,Active,T ,10.00,INE293A01013,Internet Software & Services,Equity,Information Technology,Software & Services,Internet Software & Services,Internet Software & Services,
500367,Rubfila International Ltd.,RUBFILA,RUBFILA INTERNATIONAL LTD.,Active,X ,5.00,INE642C01025,Auto Tyres & Rubber Products,Equity,CDGS (Consumer Discretionary Goods & Services),Automobiles & Auto Components,Auto Components,Tyres & Rubber Products,
500368,Ruchi Soya Industries ltd.,RUCHISOYA,RUCHI SOYA INDUSTRIES LTD.,Active,B ,2.00,INE619A01035,Edible Oils,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Agricultural Food Products,Edible Oils,
500370,Salora International Limited,SALORAINTL,SALORA INTERNATIONAL LTD.,Active,XT,10.00,INE924A01013,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
500378,Jindal Saw Ltd.,JINDALSAW,JINDAL SAW LTD.,Active,A ,2.00,INE324A01024,Iron & Steel Products,Equity,Industrials,General Industrials,General Industrials,Iron & Steel Products,
500380,JK Lakshmi Cement Limited,JKLAKSHMI,JK LAKSHMI CEMENT LTD.,Active,A ,5.00,INE786A01032,Cement & Cement Products,Equity,Basic Materials,Construction Materials,Cement & Cement Products,Cement & Cement Products,
500387,"Shree Cements Ltd.,",SHREECEM,SHREE CEMENT LTD.,Active,A ,10.00,INE070A01015,Cement & Cement Products,Equity,Basic Materials,Construction Materials,Cement & Cement Products,Cement & Cement Products,
500388,Shree Krishna Paper Mills & Industr,SKPMIL,SHREE KRISHNA PAPER MILLS & INDUSTRIES LTD.,Active,XT,10.00,INE970C01012,Paper & Paper Products,Equity,Basic Materials,Forest Materials,Paper & Forest Products,Paper & Paper Products,
500390,Reliance Infrastructure Ltd,RELINFRA,RELIANCE INFRASTRUCTURE LTD.,Active,B ,10.00,INE036A01016,Electric Utilities,Equity,Utilities,Utilities,Utilities,Electric Utilities,
500400,Tata Power Co. Ltd,TATAPOWER,TATA POWER CO.LTD.,Active,A ,1.00,INE245A01021,Electric Utilities,Equity,Utilities,Utilities,Utilities,Electric Utilities,
500402,SPML Infra Limited,SPMLINFRA,SPML Infra Limited,Active,T ,2.00,INE937A01023,Construction & Engineering,Equity,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering,
500403,"Sundram Fasteners Ltd.,",SUNDRMFAST,SUNDRAM FASTENERS LTD.,Active,A ,1.00,INE387A01021,Auto Parts & Equipment,Equity,CDGS (Consumer Discretionary Goods & Services),Automobiles & Auto Components,Auto Components,Auto Parts & Equipment,
500404,"Sunflag Iron & Steel Co. Ltd.,",SUNFLAG,SUNFLAG IRON & STEEL CO.LTD.,Active,A ,10.00,INE947A01014,Iron & Steel/Interm.Products,Equity,Basic Materials,Metals & Mining,Steel,Iron & Steel and Intermediary Products,
500405,Supreme Petrochem Ltd.,SUPPETRO,SUPREME PETROCHEM LTD.,Active,A ,10.00,INE663A01017,Petrochemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Petrochemicals,Petrochemicals,
500407,Swaraj Engines Ltd.,SWARAJENG,SWARAJ ENGINES LTD.,Active,A ,10.00,INE277A01016,Industrial Machinery,Equity,Industrials,Capital Goods,Machinery,Industrial Machinery,
500408,Tata Elxsi Ltd,TATAELXSI,TATA ELXSI LTD.,Active,A ,10.00,INE670A01012,IT Software Products,Equity,Information Technology,Software & Services,IT Software & Services,Software Products,
500410,ACC Ltd,ACC,ACC LTD.,Active,A ,10.00,INE012A01025,Cement & Cement Products,Equity,Basic Materials,Construction Materials,Cement & Cement Products,Cement & Cement Products,
500411,Thermax Ltd.,THERMAX,THERMAX LTD.,Active,A ,2.00,INE152A01029,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,
500412,"Thirumalai Chemicals Ltd.,",TIRUMALCHM,THIRUMALAI CHEMICALS LTD.,Active,A ,1.00,INE338A01024,Commodity Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Commodity Chemicals,
500413,"Thomas Cook (India) Ltd.,",THOMASCOOK,THOMAS COOK (INDIA) LTD.,Active,A ,1.00,INE332A01027,Travel Support Services,Equity,CDGS (Consumer Discretionary Goods & Services),"Hotels, Restaurants & Tourism","Hotels, Restaurants & Tourism",Travel Support Services,
500414,Timex Group India Ltd,TIMEX,TIMEX GROUP INDIA LTD.-$,Active,X ,1.00,INE064A01026,Other Apparels & Accessories,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Other Apparels & Accessories,
500418,Tokyo Plast International Ltd.,TOKYOPLAST,TOKYO PLAST INTERNATIONAL LTD.,Active,B ,10.00,INE932C01012,Plastic Products,Equity,Industrials,General Industrials,General Industrials,Plastic Products,
500420,Torrent Pharmaceuticals Ltd.,TORNTPHARM,TORRENT PHARMACEUTICALS LTD.,Active,A ,5.00,INE685A01028,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
500422,Transchem Limited.,TRANSCHEM,TRANSCHEM LTD.-$,Active,X ,10.00,INE019B01010,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
500425,Ambuja Cements Ltd.,AMBUJACEM,AMBUJA CEMENTS LTD.,Active,A ,2.00,INE079A01024,Cement & Cement Products,Equity,Basic Materials,Construction Materials,Cement & Cement Products,Cement & Cement Products,
500426,UTL Industries Limited,UTLINDS,UTL Industries Limited,Active,XT,1.00,INE184E01024,Realty,Equity,CDGS (Consumer Discretionary Goods & Services),Realty,Realty,Realty,
500429,Uniphos Enterprises Limited.,UNIPHOS,UNIPHOS ENTERPRISES LTD.,Active,B ,2.00,INE037A01022,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
500439,Vardhman Holdings Limited,VHL,VARDHMAN HOLDINGS LTD.,Active,B ,10.00,INE701A01023,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
500440,Hindalco Industries Ltd.,HINDALCO,HINDALCO INDUSTRIES LTD.,Active,A ,1.00,INE038A01020,Aluminium,Equity,Basic Materials,Metals & Mining,Non-ferrous Metals,Aluminium,
500444,West Coast Paper Mills Limited,WSTCSTPAPR,WEST COAST PAPER MILLS LTD.,Active,A ,2.00,INE976A01021,Paper & Paper Products,Equity,Basic Materials,Forest Materials,Paper & Forest Products,Paper & Paper Products,
500449,"Hindustan Organic Chemicals Ltd.,",HOCL,HINDUSTAN ORGANIC CHEMICALS LTD.,Active,B ,10.00,INE048A01011,Commodity Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Commodity Chemicals,
500450,MPIL CORPORATION LIMITED,MPILCORPL,MPIL CORPORATION LTD.,Active,XT,10.00,INE844C01027,Other Financial Services,Equity,Finance,Other Financial Services,Other Financial Services,Other Financial Services,
500456,Pasupati Acrylon Ltd.,PASUPTAC,PASUPATI ACRYLON LTD.,Active,B ,10.00,INE818B01023,Fibres & Plastics,Equity,Basic Materials,Chemicals & Petrochemicals,Petrochemicals,Fibers & Plastics,
500458,Kore Foods Limited,KORE,Kore Foods Ltd,Active,XT,10.00,INE601A01017,Other Food Products,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Food Products,Other Food Products,
500459,Procter & Gamble Hygiene & Health Care Ltd.,PGHH,PROCTER & GAMBLE HYGIENE & HEALTH CARE LTD.,Active,A ,10.00,INE179A01014,Personal Products,Equity,FMCG (Fast Moving Consumer Goods),Household & Personal Products,Personal Products,Personal Products,
500460,"Mukand Ltd.,",MUKANDLTD,MUKAND LTD.,Active,B ,10.00,INE304A01026,Iron & Steel/Interm.Products,Equity,Basic Materials,Metals & Mining,Steel,Iron & Steel and Intermediary Products,
